index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
23,111351407,1625971513275805,1337,1625971624625875,0,DOWN,111023851,111026637,23,0.00814965,0.00814965,1625971513624293,6127,1625971624642017,1625971624644803,18928,16142,Samsung SM-A305G
24,111869397,1625971513275805,1337,1625971625143865,0,DOWN,111537835,111540668,24,0.00814965,0.00814965,1625971513624293,6127,1625971625156001,1625971625158834,14969,12136,Samsung SM-A305G
25,112385289,1625971513275805,1337,1625971625659757,0,DOWN,112060247,112063131,25,0.00814965,0.00814965,1625971513624293,6127,1625971625678413,1625971625681297,21540,18656,Samsung SM-A305G
26,112902453,1625971513275805,1337,1625971626176921,0,DOWN,112574230,112576991,26,0.00814965,0.00814965,1625971513624293,6127,1625971626192396,1625971626195157,18236,15475,Samsung SM-A305G
27,113419604,1625971513275805,1337,1625971626694072,0,DOWN,113096618,113099533,27,0.00814965,0.00814965,1625971513624293,6127,1625971626714784,1625971626717699,23627,20712,Samsung SM-A305G
28,113936335,1625971513275805,1337,1625971627210803,0,DOWN,113619655,113622323,28,0.00814965,0.00814965,1625971513624293,6127,1625971627237821,1625971627240489,29686,27018,Samsung SM-A305G
29,114453499,1625971513275805,1337,1625971627727967,0,DOWN,114125104,114128118,29,0.00814965,0.00814965,1625971513624293,6127,1625971627743270,1625971627746284,18317,15303,Samsung SM-A305G
30,114970231,1625971513275805,1337,1625971628244699,0,DOWN,114646919,114649546,30,0.00814965,0.00814965,1625971513624293,6127,1625971628265085,1625971628267712,23013,20386,Samsung SM-A305G
31,115487382,1625971513275805,1337,1625971628761850,0,DOWN,115169096,115172068,31,0.00814965,0.00814965,1625971513624293,6127,1625971628787262,1625971628790234,28384,25412,Samsung SM-A305G
32,116004546,1625971513275805,1337,1625971629279014,0,DOWN,115677180,115680148,32,0.00814965,0.00814965,1625971513624293,6127,1625971629295346,1625971629298314,19300,16332,Samsung SM-A305G
33,116522537,1625971513275805,1337,1625971629797005,0,DOWN,116198584,116201446,33,0.00814965,0.00814965,1625971513624293,6127,1625971629816750,1625971629819612,22607,19745,Samsung SM-A305G
34,117038428,1625971513275805,1337,1625971630312896,0,DOWN,116711206,116713906,34,0.00814965,0.00814965,1625971513624293,6127,1625971630329372,1625971630332072,19176,16476,Samsung SM-A305G
35,117556012,1625971513275805,1337,1625971630830480,0,DOWN,117233435,117236527,35,0.00814965,0.00814965,1625971513624293,6127,1625971630851601,1625971630854693,24213,21121,Samsung SM-A305G
36,118074003,1625971513275805,1337,1625971631348471,0,DOWN,117747449,117750593,36,0.00814965,0.00814965,1625971513624293,6127,1625971631365615,1625971631368759,20288,17144,Samsung SM-A305G
37,118591994,1625971513275805,1337,1625971631866462,0,DOWN,118265962,118268660,37,0.00814965,0.00814965,1625971513624293,6127,1625971631884128,1625971631886826,20364,17666,Samsung SM-A305G
38,119109132,1625971513275805,1337,1625971632383600,0,DOWN,118783821,118786701,38,0.00814965,0.00814965,1625971513624293,6127,1625971632401987,1625971632404867,21267,18387,Samsung SM-A305G
39,119626296,1625971513275805,1337,1625971632900764,0,DOWN,119297920,119300829,39,0.00814965,0.00814965,1625971513624293,6127,1625971632916086,1625971632918995,18231,15322,Samsung SM-A305G
40,120143867,1625971513275805,1337,1625971633418335,0,DOWN,119820268,119823148,40,0.00814965,0.00814965,1625971513624293,6127,1625971633438434,1625971633441314,22979,20099,Samsung SM-A305G
41,120662277,1625971513275805,1337,1625971633936745,0,DOWN,120334612,120337286,41,0.00814965,0.0054331003,1625971513624293,6127,1625971633952778,1625971633955452,18707,16033,Samsung SM-A305G
42,121178995,1625971513275805,1337,1625971634453463,0,DOWN,120849317,120852364,42,0.00814965,0.0054331003,1625971513624293,6127,1625971634467483,1625971634470530,17067,14020,Samsung SM-A305G
43,121697419,1625971513275805,1337,1625971634971887,0,DOWN,121370562,121373577,43,0.00814965,0.0054331003,1625971513624293,6127,1625971634988728,1625971634991743,19856,16841,Samsung SM-A305G
44,122214137,1625971513275805,1337,1625971635488605,0,DOWN,121884983,121887716,44,0.00814965,0.0054331003,1625971513624293,6127,1625971635503149,1625971635505882,17277,14544,Samsung SM-A305G
45,122730042,1625971513275805,1337,1625971636004510,0,DOWN,122406828,122409641,45,0.00814965,0.0054331003,1625971513624293,6127,1625971636024994,1625971636027807,23297,20484,Samsung SM-A305G
46,123247206,1625971513275805,1337,1625971636521674,0,DOWN,122920817,122923706,46,0.0054331003,0.0054331003,1625971513624293,6127,1625971636538983,1625971636541872,20198,17309,Samsung SM-A305G
47,123764357,1625971513275805,1337,1625971637038825,0,DOWN,123435911,123438421,47,0.00814965,0.0054331003,1625971513624293,6127,1625971637054077,1625971637056587,17762,15252,Samsung SM-A305G
48,124281928,1625971513275805,1337,1625971637556396,0,DOWN,123957173,123960129,48,0.00814965,0.0054331003,1625971513624293,6127,1625971637575339,1625971637578295,21899,18943,Samsung SM-A305G
49,124799079,1625971513275805,1337,1625971638073547,0,DOWN,124471204,124473504,49,0.00814965,0.0054331003,1625971513624293,6127,1625971638089370,1625971638091670,18123,15823,Samsung SM-A305G
